"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"4639","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4640","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4641","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4642","p","f","s","w","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","u"
"4643","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4648","e","f","y","u","f","n","f","c","n","h","e","b","s","f","w","w","p","w","o","f","h","v","d"
"4649","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4651","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4656","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4657","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4658","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4661","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4663","e","f","y","e","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4664","e","x","y","u","f","n","f","c","n","w","e","b","s","f","w","w","p","w","o","f","h","y","d"
"4665","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4666","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4667","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4669","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4671","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4672","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4674","e","f","s","p","t","n","f","c","b","w","e","b","s","s","w","e","p","w","t","e","w","c","w"
"4677","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4679","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4680","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4682","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4683","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4684","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4685","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4687","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4688","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4692","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4693","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4694","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4695","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4701","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4703","p","x","f","w","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","s","d"
"4704","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4706","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4708","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4709","p","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"4711","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4714","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4716","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4717","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4718","e","f","y","u","f","n","f","c","n","u","e","b","s","f","w","w","p","w","o","f","h","v","d"
"4719","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4721","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4722","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4723","p","x","y","n","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"4725","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4726","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4727","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4731","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4732","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4733","e","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d"
"4735","e","f","f","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"4737","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4739","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4740","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4742","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4743","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4745","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4746","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4749","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4750","p","x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d"
"4752","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4753","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4756","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4757","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4758","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4759","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4761","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4763","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4764","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4766","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4771","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4773","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4776","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4777","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4779","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4782","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4784","e","f","f","e","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d"
"4786","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4787","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4788","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4789","e","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"4790","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4791","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4792","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4793","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4794","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4796","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4798","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4799","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4803","p","f","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","g"
"4804","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4805","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4806","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4807","e","f","y","e","t","n","f","c","b","e","e","b","s","s","w","e","p","w","t","e","w","c","w"
"4812","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4814","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4815","p","k","f","n","f","n","f","c","n","w","e","b","k","y","w","n","p","w","o","e","w","v","d"
"4817","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4818","p","x","y","n","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"4820","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4822","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4824","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4825","e","x","y","e","t","n","f","c","b","w","e","b","s","s","e","e","p","w","t","e","w","c","w"
"4826","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4829","p","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","u"
"4832","e","k","y","e","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4835","e","k","y","n","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"4839","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4845","e","f","y","p","t","n","f","c","b","w","e","b","s","s","e","e","p","w","t","e","w","c","w"
"4848","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4849","p","f","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","u"
"4850","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4851","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4852","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4853","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4854","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4855","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4856","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4857","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4859","e","k","s","e","t","n","f","c","b","w","e","b","s","s","e","w","p","w","t","e","w","c","w"
"4860","e","f","y","n","t","n","f","c","b","e","e","b","s","s","e","w","p","w","t","e","w","c","w"
"4862","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4863","e","f","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"4864","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4866","p","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4867","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4868","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4870","p","x","y","n","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","l"
"4872","e","f","y","n","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4875","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4876","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4878","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4879","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4881","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4888","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4890","p","x","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","g"
"4892","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4893","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4895","p","x","f","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4896","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4900","e","f","y","w","f","n","f","c","n","h","e","b","s","f","w","w","p","w","o","f","h","v","d"
"4901","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4905","p","x","y","e","f","y","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","l"
"4908","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4909","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4910","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4911","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4912","e","f","s","e","t","n","f","c","b","w","e","b","s","s","w","e","p","w","t","e","w","c","w"
"4913","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4916","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4919","p","x","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","u"
"4920","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4921","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4922","p","x","s","w","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4923","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4924","e","f","y","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","d"
"4925","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4926","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4927","e","k","s","b","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4928","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4929","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4934","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4935","p","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4937","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4939","p","x","y","n","f","s","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"4942","p","x","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4944","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4945","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4946","e","k","s","p","t","n","f","c","b","w","e","b","s","s","e","e","p","w","t","e","w","c","w"
"4947","p","f","y","n","f","n","f","c","n","w","e","b","k","y","w","n","p","w","o","e","w","v","d"
"4948","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4949","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4950","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4951","p","f","s","b","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","u"
"4952","e","f","s","b","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4953","p","f","s","w","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","u"
"4954","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
